Order_ID,Date,Region,Salesperson,Category,Product,Channel,Units,Unit_Price,Revenue,Cost,Profit
ORD-103341,46106,West,Tom Nguyen,Electronics,Keyboard,Marketplace,1,59.07,59.07,34.75,24.32
ORD-103353,46106,West,Tom Nguyen,Home,Coffee Maker,Store,6,122.06,732.36,459.34,273.02
ORD-103640,46106,West,Rachel Green,Electronics,Headphones,Online,2,82.9,165.8,102.98,62.82
ORD-103734,46106,West,Jordan Smith,Clothing,Sneakers,Online,3,106.14,318.42,186.53,131.89
ORD-104181,46106,West,Rachel Green,Sports,Running Shoes,Store,4,131.73,526.92,305.9,221.02
ORD-104378,46106,West,Jordan Smith,Electronics,Monitor,Store,6,225.14,1350.84,976.87,373.97
ORD-104475,46106,East,David Lee,Clothing,Jacket,Online,5,104.08,520.4,280.67,239.73
ORD-104540,46106,East,David Lee,Sports,Yoga Mat,Store,2,42.31,84.62,41.72,42.9
ORD-104669,46106,East,David Lee,Electronics,Keyboard,Store,2,70.63,141.26,80.22,61.04
ORD-104870,46106,East,Sarah Kim,Home,Coffee Maker,Marketplace,5,118.42,592.1,370.91,221.19
ORD-104941,46106,West,Rachel Green,Electronics,Monitor,Online,5,256.74,1283.7,912.9,370.8
ORD-105000,46106,North,Emily Chen,Clothing,Jacket,Store,6,90.71,544.26,294.11,250.15
ORD-100108,46107,East,Marcus Reed,Home,Air Fryer,Store,2,155.5,311,203.84,107.16
ORD-100173,46107,East,Sarah Kim,Clothing,Sneakers,Online,3,108.21,324.63,198.8,125.83
ORD-100321,46107,East,Sarah Kim,Home,Air Fryer,Online,2,140.91,281.82,185.22,96.6
ORD-100413,46107,East,David Lee,Electronics,Monitor,Online,6,231.34,1388.04,944.15,443.89
ORD-100442,46107,South,Ana Lopez,Sports,Dumbbells,Marketplace,6,80.25,481.5,304.63,176.87
ORD-100462,46107,South,Mike Davis,Home,Blender,Online,3,85.31,255.93,168.46,87.47
ORD-100980,46107,East,David Lee,Home,Vacuum,Online,2,179.17,358.34,239.59,118.75
ORD-101129,46107,East,David Lee,Sports,Fitness Tracker,Online,2,143.46,286.92,196.11,90.81
ORD-101430,46107,North,Emily Chen,Electronics,Monitor,Marketplace,3,234.05,702.15,484.38,217.77
ORD-101479,46107,South,Ana Lopez,Home,Coffee Maker,Online,5,119.81,599.05,385.24,213.81
ORD-101627,46107,South,Ana Lopez,Home,Vacuum,Online,2,197.83,395.66,265.76,129.9
ORD-102189,46107,East,Marcus Reed,Home,Coffee Maker,Store,1,122.59,122.59,77.37,45.22
ORD-102434,46107,South,Mike Davis,Home,Coffee Maker,Store,3,131.14,393.42,244.68,148.74
ORD-102568,46107,West,Rachel Green,Clothing,Hoodie,Marketplace,2,65.04,130.08,67.05,63.03
ORD-102585,46107,North,James Wilson,Clothing,Sneakers,Online,4,107.75,431,256.7,174.3
ORD-102595,46107,North,Nina Patel,Clothing,Jacket,Marketplace,5,100.2,501,270.78,230.22
ORD-102601,46107,North,Nina Patel,Electronics,Webcam,Online,1,106.82,106.82,65.81,41.01
ORD-102731,46107,North,Emily Chen,Clothing,Jeans,Online,3,64,192,101.26,90.74
ORD-102924,46107,South,Ana Lopez,Home,Coffee Maker,Store,1,125.32,125.32,78.43,46.89
ORD-103269,46107,East,Sarah Kim,Sports,Dumbbells,Store,3,81.77,245.31,147.99,97.32
ORD-103370,46107,East,David Lee,Clothing,Hoodie,Store,2,56.87,113.74,56.43,57.31
ORD-103851,46107,East,Marcus Reed,Clothing,Sneakers,Online,1,113.49,113.49,69.6,43.89
ORD-104331,46107,West,Rachel Green,Home,Vacuum,Online,4,206.1,824.4,553.62,270.78
ORD-104443,46107,South,Chris Brown,Electronics,Keyboard,Online,6,67.16,402.96,242.9,160.06
ORD-104445,46107,East,Sarah Kim,Sports,Yoga Mat,Marketplace,1,41.31,41.31,20.48,20.83
ORD-104573,46107,East,David Lee,Sports,Dumbbells,Online,5,79.49,397.45,243.56,153.89
ORD-104786,46107,East,Sarah Kim,Clothing,Jacket,Store,5,95.53,477.65,257.25,220.4
ORD-104805,46107,East,David Lee,Sports,Fitness Tracker,Store,1,137.58,137.58,93.78,43.8
ORD-104994,46107,North,Nina Patel,Electronics,Keyboard,Store,2,62.56,125.12,70.71,54.41
ORD-100172,46108,North,James Wilson,Clothing,Jacket,Store,4,101.24,404.96,226.48,178.48
ORD-100183,46108,North,Emily Chen,Electronics,Webcam,Marketplace,1,111.97,111.97,66.42,45.55
ORD-100209,46108,North,Emily Chen,Sports,Fitness Tracker,Store,3,141.13,423.39,272.35,151.04
ORD-100224,46108,West,Tom Nguyen,Sports,Running Shoes,Store,5,114.53,572.65,324.78,247.87
ORD-100840,46108,East,Sarah Kim,Home,Air Fryer,Online,4,156.37,625.48,411.73,213.75
ORD-101079,46108,East,David Lee,Electronics,Keyboard,Marketplace,1,67.23,67.23,38.36,28.87
ORD-101128,46108,South,Ana Lopez,Sports,Dumbbells,Online,1,73.25,73.25,45.24,28.01
ORD-101438,46108,West,Jordan Smith,Home,Vacuum,Online,5,192.75,963.75,687.56,276.19
ORD-101455,46108,South,Mike Davis,Sports,Dumbbells,Online,4,68.24,272.96,160.44,112.52
ORD-101621,46108,East,David Lee,Home,Coffee Maker,Store,2,120.4,240.8,157.02,83.78
ORD-101836,46108,North,James Wilson,Sports,Running Shoes,Store,1,130.27,130.27,79.76,50.51
ORD-101906,46108,East,David Lee,Sports,Yoga Mat,Online,5,36.93,184.65,85.77,98.88
ORD-102277,46108,West,Rachel Green,Home,Air Fryer,Marketplace,1,152.31,152.31,103.95,48.36
ORD-102358,46108,West,Rachel Green,Electronics,Webcam,Store,1,108.81,108.81,66.82,41.99
ORD-102413,46108,East,David Lee,Clothing,Jacket,Online,6,100.44,602.64,322.33,280.31
ORD-102417,46108,West,Tom Nguyen,Clothing,Hoodie,Online,3,55.67,167.01,80.17,86.84
ORD-102591,46108,East,David Lee,Electronics,Headphones,Marketplace,3,84.15,252.45,154.06,98.39
ORD-102820,46108,South,Chris Brown,Clothing,Hoodie,Marketplace,4,58.08,232.32,114.12,118.2
ORD-103251,46108,South,Chris Brown,Home,Vacuum,Online,3,192.39,577.17,393.73,183.44
ORD-103333,46108,North,James Wilson,Sports,Yoga Mat,Online,1,43.01,43.01,20.03,22.98
ORD-103419,46108,West,Jordan Smith,Sports,Dumbbells,Marketplace,3,75.43,226.29,139.56,86.73
ORD-103444,46108,South,Mike Davis,Home,Blender,Store,5,80.1,400.5,269.21,131.29
ORD-103629,46108,South,Ana Lopez,Home,Blender,Online,4,91.83,367.32,247.25,120.07
ORD-103898,46108,East,David Lee,Clothing,Jacket,Online,3,90.06,270.18,148.92,121.26
ORD-103946,46108,South,Mike Davis,Electronics,Keyboard,Online,1,63.46,63.46,36.94,26.52
ORD-104195,46108,West,Jordan Smith,Clothing,Jeans,Online,5,76.13,380.65,201.17,179.48
ORD-104565,46108,West,Tom Nguyen,Electronics,Headphones,Online,3,84.6,253.8,163.49,90.31
ORD-104600,46108,West,Rachel Green,Electronics,Webcam,Store,4,108.38,433.52,259.68,173.84
ORD-104840,46108,North,Emily Chen,Clothing,Sneakers,Online,3,101.65,304.95,184.38,120.57
ORD-104948,46108,South,Mike Davis,Electronics,Keyboard,Marketplace,6,61.78,370.68,220.18,150.5
ORD-100038,46109,East,David Lee,Sports,Dumbbells,Online,2,81.31,162.62,96.54,66.08
ORD-100057,46109,South,Ana Lopez,Electronics,Headphones,Store,3,86.32,258.96,160.02,98.94
ORD-100111,46109,South,Mike Davis,Clothing,Jeans,Online,6,74.95,449.7,236.07,213.63
ORD-100319,46109,East,Marcus Reed,Electronics,Headphones,Online,4,92.8,371.2,222.67,148.53
ORD-100446,46109,East,David Lee,Clothing,Hoodie,Online,2,55.95,111.9,55.2,56.7
ORD-100802,46109,North,James Wilson,Clothing,Jeans,Store,1,67.02,67.02,35.27,31.75
ORD-100842,46109,West,Rachel Green,Electronics,Headphones,Store,6,90.32,541.92,345.33,196.59
ORD-101488,46109,South,Mike Davis,Electronics,Headphones,Store,1,86.57,86.57,55.67,30.9
ORD-101999,46109,West,Rachel Green,Sports,Running Shoes,Store,2,112.52,225.04,133.39,91.65
ORD-102062,46109,North,Emily Chen,Clothing,Hoodie,Store,3,63.66,190.98,98.37,92.61
ORD-102673,46109,North,Emily Chen,Home,Air Fryer,Marketplace,2,158.97,317.94,212.91,105.03
ORD-102723,46109,South,Mike Davis,Clothing,Jacket,Online,2,91.54,183.08,100.25,82.83
ORD-102826,46109,North,Emily Chen,Electronics,Monitor,Online,1,267.35,267.35,190.15,77.2
ORD-102859,46109,South,Ana Lopez,Clothing,Jacket,Online,1,101.84,101.84,55.4,46.44
ORD-103240,46109,North,Nina Patel,Electronics,Webcam,Online,3,111.68,335.04,203.96,131.08
ORD-103335,46109,West,Jordan Smith,Clothing,Jeans,Store,1,73.12,73.12,36.54,36.58
ORD-103472,46109,East,Marcus Reed,Clothing,Jacket,Online,5,92.05,460.25,243.57,216.68
ORD-103735,46109,West,Tom Nguyen,Electronics,Headphones,Online,1,89.3,89.3,53.23,36.07
ORD-103768,46109,South,Mike Davis,Electronics,Keyboard,Marketplace,5,68.31,341.55,195.15,146.4
ORD-104491,46109,South,Mike Davis,Sports,Dumbbells,Online,1,76.81,76.81,46.25,30.56
ORD-104586,46109,North,Emily Chen,Electronics,Monitor,Store,1,232.85,232.85,158.22,74.63
ORD-104691,46109,West,Tom Nguyen,Home,Coffee Maker,Online,4,130.38,521.52,327.49,194.03
ORD-104728,46109,South,Ana Lopez,Electronics,Webcam,Marketplace,3,99.25,297.75,175.66,122.09
ORD-104836,46109,North,James Wilson,Clothing,Jeans,Online,1,76.93,76.93,39.73,37.2
ORD-104917,46109,West,Jordan Smith,Sports,Running Shoes,Online,5,118.27,591.35,347.38,243.97
ORD-100312,46110,East,Marcus Reed,Sports,Yoga Mat,Marketplace,5,42.71,213.55,99.57,113.98
ORD-100557,46110,South,Ana Lopez,Sports,Fitness Tracker,Online,4,137.2,548.8,351.59,197.21
ORD-100581,46110,South,Chris Brown,Electronics,Monitor,Online,4,264.46,1057.84,727.53,330.31
ORD-101008,46110,West,Rachel Green,Electronics,Keyboard,Online,3,60.13,180.39,103.65,76.74
ORD-101047,46110,West,Tom Nguyen,Clothing,Jeans,Marketplace,3,69,207,105.72,101.28
ORD-101179,46110,East,Sarah Kim,Home,Blender,Online,1,78.85,78.85,54.61,24.24
ORD-101745,46110,East,Sarah Kim,Sports,Dumbbells,Store,1,80.47,80.47,49.08,31.39
ORD-101841,46110,South,Mike Davis,Home,Coffee Maker,Marketplace,6,128.38,770.28,485.97,284.31
ORD-102215,46110,East,David Lee,Clothing,Sneakers,Online,6,120.92,725.52,424.04,301.48
ORD-102577,46110,West,Rachel Green,Home,Vacuum,Store,1,194.87,194.87,138.43,56.44
ORD-102579,46110,South,Mike Davis,Clothing,Jeans,Marketplace,4,66.68,266.72,144.13,122.59
ORD-102802,46110,East,Marcus Reed,Electronics,Webcam,Store,1,109.78,109.78,65.01,44.77
ORD-102998,46110,West,Jordan Smith,Clothing,Jeans,Store,6,68.23,409.38,215.32,194.06
ORD-103296,46110,South,Ana Lopez,Electronics,Monitor,Store,1,263.99,263.99,191.32,72.67
ORD-103368,46110,West,Rachel Green,Sports,Yoga Mat,Store,5,36.38,181.9,89.66,92.24
ORD-103490,46110,North,Nina Patel,Clothing,Jeans,Online,2,75.88,151.76,80.88,70.88
ORD-103502,46110,West,Rachel Green,Home,Coffee Maker,Store,5,129.26,646.3,422.27,224.03
ORD-103696,46110,South,Chris Brown,Sports,Fitness Tracker,Store,3,152.73,458.19,293.31,164.88
ORD-103956,46110,West,Jordan Smith,Home,Vacuum,Store,6,180.93,1085.58,773.01,312.57
ORD-104037,46110,East,Sarah Kim,Sports,Running Shoes,Store,6,116.85,701.1,405.55,295.55
ORD-104109,46110,East,Marcus Reed,Clothing,Sneakers,Store,4,111.95,447.8,273.49,174.31
ORD-104268,46110,South,Chris Brown,Clothing,Hoodie,Online,4,64.94,259.76,131.84,127.92
ORD-104462,46110,East,Sarah Kim,Sports,Dumbbells,Marketplace,6,75.81,454.86,287.13,167.73
ORD-104978,46110,East,Marcus Reed,Sports,Yoga Mat,Online,4,41.97,167.88,82.29,85.59
ORD-100053,46111,North,James Wilson,Clothing,Jacket,Online,5,102.57,512.85,287.99,224.86
ORD-100373,46111,East,Sarah Kim,Clothing,Hoodie,Store,2,58.21,116.42,60.01,56.41
ORD-100561,46111,West,Rachel Green,Home,Coffee Maker,Online,6,121.44,728.64,467.7,260.94
ORD-100580,46111,West,Tom Nguyen,Sports,Yoga Mat,Marketplace,2,39.16,78.32,38.5,39.82
ORD-100588,46111,North,James Wilson,Sports,Fitness Tracker,Store,5,147.5,737.5,477.71,259.79
ORD-100594,46111,North,James Wilson,Home,Air Fryer,Online,4,162.23,648.92,419.86,229.06
ORD-100949,46111,South,Mike Davis,Sports,Yoga Mat,Online,3,42.55,127.65,59.83,67.82
ORD-101025,46111,East,David Lee,Home,Coffee Maker,Store,4,123.59,494.36,312.81,181.55
ORD-101252,46111,North,Emily Chen,Electronics,Webcam,Online,4,104.94,419.76,255.19,164.57
ORD-101325,46111,West,Jordan Smith,Electronics,Keyboard,Marketplace,5,66.58,332.9,194.64,138.26
ORD-101445,46111,North,Nina Patel,Home,Coffee Maker,Online,2,128.66,257.32,158.24,99.08
ORD-101503,46111,East,Marcus Reed,Electronics,Monitor,Store,4,272.6,1090.4,788.1,302.3
ORD-101565,46111,East,David Lee,Home,Vacuum,Online,6,199.76,1198.56,854.99,343.57
ORD-101683,46111,East,Sarah Kim,Electronics,Keyboard,Online,3,70.83,212.49,118.76,93.73
ORD-101903,46111,North,Emily Chen,Home,Vacuum,Store,2,172.56,345.12,232.35,112.77
ORD-101992,46111,South,Mike Davis,Sports,Fitness Tracker,Online,5,145.78,728.9,469.8,259.1
ORD-102203,46111,East,Sarah Kim,Home,Vacuum,Online,5,171.36,856.8,598.76,258.04
ORD-102366,46111,East,Sarah Kim,Home,Vacuum,Online,2,199.68,399.36,272.42,126.94
ORD-102717,46111,South,Ana Lopez,Electronics,Webcam,Store,3,105.61,316.83,185.26,131.57
ORD-102822,46111,North,James Wilson,Clothing,Sneakers,Store,1,103.63,103.63,64.18,39.45
ORD-102882,46111,South,Mike Davis,Home,Air Fryer,Marketplace,5,154.8,774,515.15,258.85
ORD-102975,46111,West,Jordan Smith,Home,Air Fryer,Store,1,153.04,153.04,102.42,50.62
ORD-103020,46111,West,Tom Nguyen,Home,Air Fryer,Marketplace,1,138.39,138.39,96.2,42.19
ORD-103601,46111,West,Rachel Green,Clothing,Jeans,Store,4,65.01,260.04,133.97,126.07
ORD-103647,46111,South,Ana Lopez,Electronics,Keyboard,Marketplace,1,66,66,37.42,28.58
ORD-103920,46111,North,Nina Patel,Clothing,Jacket,Online,2,95.56,191.12,101.79,89.33
ORD-104043,46111,West,Tom Nguyen,Electronics,Webcam,Marketplace,4,108.81,435.24,262.81,172.43
ORD-104467,46111,North,James Wilson,Home,Blender,Online,5,92.57,462.85,307.64,155.21
ORD-104524,46111,East,Marcus Reed,Home,Coffee Maker,Online,2,114.97,229.94,151.73,78.21
ORD-104625,46111,East,Marcus Reed,Electronics,Headphones,Online,3,85.38,256.14,153.83,102.31
ORD-104936,46111,West,Jordan Smith,Sports,Dumbbells,Store,6,81.58,489.48,301.32,188.16
ORD-100623,46112,South,Chris Brown,Sports,Running Shoes,Store,2,131.04,262.08,151.45,110.63
ORD-100631,46112,East,David Lee,Clothing,Jacket,Online,1,100.23,100.23,55.28,44.95
ORD-100761,46112,South,Mike Davis,Sports,Dumbbells,Online,1,69.7,69.7,42.86,26.84
ORD-101091,46112,South,Ana Lopez,Sports,Running Shoes,Online,4,112.56,450.24,265.58,184.66
ORD-101385,46112,East,Sarah Kim,Home,Blender,Store,2,77.49,154.98,105.81,49.17
ORD-101484,46112,East,David Lee,Sports,Dumbbells,Online,5,77.03,385.15,236.85,148.3
ORD-101636,46112,West,Rachel Green,Electronics,Monitor,Store,5,266.87,1334.35,968.45,365.9
ORD-101742,46112,East,Sarah Kim,Electronics,Monitor,Online,4,229.28,917.12,635.95,281.17
ORD-101866,46112,East,Sarah Kim,Clothing,Hoodie,Store,3,57.65,172.95,89.53,83.42
ORD-102272,46112,East,Sarah Kim,Home,Blender,Online,1,90.79,90.79,63.95,26.84
ORD-102283,46112,South,Ana Lopez,Home,Blender,Online,6,93.16,558.96,365.91,193.05
ORD-102399,46112,East,David Lee,Clothing,Jacket,Store,2,96.12,192.24,105.15,87.09
ORD-102491,46112,East,Sarah Kim,Electronics,Keyboard,Online,2,69.37,138.74,80.44,58.3
ORD-102555,46112,North,Emily Chen,Home,Air Fryer,Store,2,135.08,270.16,179.27,90.89
ORD-102674,46112,East,David Lee,Home,Air Fryer,Marketplace,4,150.03,600.12,391.06,209.06
ORD-103259,46112,West,Jordan Smith,Electronics,Monitor,Marketplace,3,258.53,775.59,548.88,226.71
ORD-103263,46112,North,Nina Patel,Sports,Dumbbells,Online,1,75.46,75.46,45.07,30.39
ORD-103586,46112,South,Chris Brown,Home,Vacuum,Store,2,190.27,380.54,262.5,118.04
ORD-103707,46112,East,Sarah Kim,Clothing,Jeans,Online,2,71.01,142.02,71.85,70.17
ORD-103868,46112,North,Emily Chen,Sports,Fitness Tracker,Store,5,151.53,757.65,488.16,269.49
ORD-103883,46112,North,Emily Chen,Electronics,Headphones,Store,2,88.29,176.58,105.16,71.42
ORD-103905,46112,South,Ana Lopez,Home,Air Fryer,Store,4,163.34,653.36,449.57,203.79
ORD-103921,46112,South,Ana Lopez,Electronics,Webcam,Online,6,118.7,712.2,427.03,285.17
ORD-103974,46112,South,Mike Davis,Home,Vacuum,Online,2,190.39,380.78,252.43,128.35
ORD-104162,46112,West,Jordan Smith,Electronics,Monitor,Store,4,247.52,990.08,704.96,285.12
ORD-104179,46112,North,Nina Patel,Clothing,Jacket,Online,1,94.64,94.64,52.58,42.06
ORD-104281,46112,East,Sarah Kim,Home,Coffee Maker,Online,1,125.15,125.15,80.08,45.07
ORD-104683,46112,West,Tom Nguyen,Clothing,Hoodie,Marketplace,4,65.18,260.72,131.72,129
ORD-104910,46112,North,James Wilson,Sports,Dumbbells,Online,5,78.08,390.4,243.66,146.74
ORD-104965,46112,North,Nina Patel,Sports,Dumbbells,Online,6,72.26,433.56,273.05,160.51
ORD-100014,46113,North,Nina Patel,Home,Blender,Store,2,82.65,165.3,108.7,56.6
ORD-100739,46113,South,Ana Lopez,Electronics,Webcam,Store,2,112.77,225.54,138.97,86.57
ORD-101006,46113,East,David Lee,Clothing,Sneakers,Marketplace,6,113.52,681.12,398.78,282.34
ORD-101268,46113,South,Ana Lopez,Sports,Dumbbells,Store,1,67.84,67.84,40.73,27.11
ORD-101529,46113,South,Ana Lopez,Sports,Yoga Mat,Store,6,39.26,235.56,109.83,125.73
ORD-101664,46113,North,Emily Chen,Clothing,Jacket,Online,4,96.58,386.32,209.92,176.4
ORD-101754,46113,North,Emily Chen,Electronics,Monitor,Online,5,272.18,1360.9,965.15,395.75
ORD-101768,46113,West,Rachel Green,Electronics,Keyboard,Online,1,60.87,60.87,34.43,26.44
ORD-101823,46113,West,Jordan Smith,Electronics,Webcam,Online,2,107.92,215.84,132.79,83.05
ORD-101859,46113,North,James Wilson,Clothing,Jeans,Store,3,71.47,214.41,115.84,98.57
ORD-101920,46113,West,Jordan Smith,Home,Air Fryer,Online,2,144.8,289.6,188.1,101.5
ORD-102357,46113,South,Ana Lopez,Electronics,Monitor,Store,2,264.68,529.36,384.96,144.4
ORD-102364,46113,North,James Wilson,Sports,Dumbbells,Store,6,72.1,432.6,263.52,169.08
ORD-102454,46113,North,Nina Patel,Electronics,Webcam,Online,3,112.35,337.05,206.18,130.87
ORD-102782,46113,South,Chris Brown,Electronics,Monitor,Store,3,246.77,740.31,500.59,239.72
ORD-103012,46113,West,Rachel Green,Home,Vacuum,Store,3,182.13,546.39,388.21,158.18
ORD-103046,46113,North,Nina Patel,Home,Vacuum,Marketplace,4,200.64,802.56,550.6,251.96
ORD-103295,46113,West,Rachel Green,Home,Blender,Marketplace,4,89.65,358.6,237.96,120.64
ORD-103324,46113,North,Nina Patel,Home,Vacuum,Online,2,190.66,381.32,263.95,117.37
ORD-103523,46113,South,Chris Brown,Sports,Dumbbells,Online,5,70.43,352.15,211.76,140.39
ORD-103562,46113,East,David Lee,Electronics,Webcam,Store,6,99.6,597.6,368.61,228.99
ORD-103899,46113,South,Ana Lopez,Sports,Fitness Tracker,Online,1,137.63,137.63,89.03,48.6
ORD-103968,46113,South,Mike Davis,Electronics,Keyboard,Online,2,62.99,125.98,75.16,50.82
ORD-104503,46113,East,David Lee,Home,Coffee Maker,Store,3,122.23,366.69,236.33,130.36
ORD-104882,46113,East,Sarah Kim,Clothing,Sneakers,Store,3,99.09,297.27,172.23,125.04
ORD-104893,46113,East,Marcus Reed,Electronics,Monitor,Online,3,240.87,722.61,499.85,222.76
ORD-100125,46114,East,Sarah Kim,Clothing,Sneakers,Marketplace,1,107.3,107.3,65.51,41.79
ORD-100299,46114,North,James Wilson,Clothing,Sneakers,Online,3,117.76,353.28,213.19,140.09
ORD-100438,46114,South,Mike Davis,Home,Blender,Marketplace,2,82.86,165.72,112.2,53.52
ORD-100611,46114,North,Nina Patel,Sports,Running Shoes,Online,6,113.55,681.3,398.9,282.4
ORD-101004,46114,North,Nina Patel,Home,Air Fryer,Store,1,152.99,152.99,100.46,52.53
ORD-101181,46114,East,David Lee,Sports,Dumbbells,Store,6,81.97,491.82,310.43,181.39
ORD-101380,46114,West,Jordan Smith,Sports,Yoga Mat,Online,3,43.45,130.35,62.05,68.3
ORD-101496,46114,North,Nina Patel,Electronics,Monitor,Online,3,236.79,710.37,500.17,210.2
ORD-101708,46114,West,Tom Nguyen,Home,Coffee Maker,Marketplace,1,128.28,128.28,83.15,45.13
ORD-101761,46114,North,James Wilson,Electronics,Webcam,Online,3,102.97,308.91,186.65,122.26
ORD-101864,46114,East,David Lee,Clothing,Sneakers,Store,6,112.73,676.38,409.43,266.95
ORD-102017,46114,East,David Lee,Home,Blender,Marketplace,1,76.9,76.9,53.06,23.84
ORD-102113,46114,North,Emily Chen,Sports,Yoga Mat,Store,6,40.46,242.76,118.98,123.78
ORD-102254,46114,South,Mike Davis,Electronics,Monitor,Marketplace,3,228.57,685.71,498.8,186.91
ORD-102367,46114,South,Mike Davis,Sports,Running Shoes,Online,5,125.36,626.8,381.7,245.1
ORD-102481,46114,East,Marcus Reed,Electronics,Webcam,Store,1,100,100,61.93,38.07
ORD-102541,46114,West,Rachel Green,Electronics,Headphones,Store,6,84.98,509.88,313.38,196.5
ORD-102760,46114,North,James Wilson,Electronics,Webcam,Online,4,112.31,449.24,265.45,183.79
ORD-102765,46114,West,Jordan Smith,Electronics,Keyboard,Store,1,61.1,61.1,36.84,24.26
ORD-102990,46114,South,Ana Lopez,Sports,Running Shoes,Store,3,124.07,372.21,212.9,159.31
ORD-103245,46114,East,Sarah Kim,Clothing,Jacket,Online,6,92.88,557.28,310.6,246.68
ORD-103300,46114,East,David Lee,Sports,Fitness Tracker,Online,6,143.13,858.78,560.62,298.16
ORD-103429,46114,West,Tom Nguyen,Electronics,Keyboard,Store,3,65.5,196.5,111.12,85.38
ORD-103693,46114,North,Nina Patel,Electronics,Headphones,Marketplace,5,97.78,488.9,293.69,195.21
ORD-103849,46114,South,Ana Lopez,Clothing,Hoodie,Online,5,56.59,282.95,138.5,144.45
ORD-103949,46114,East,Sarah Kim,Home,Vacuum,Store,6,201.4,1208.4,831.96,376.44
ORD-104102,46114,East,David Lee,Clothing,Sneakers,Online,2,112.55,225.1,135.2,89.9
ORD-104620,46114,West,Tom Nguyen,Sports,Yoga Mat,Store,4,42.53,170.12,78.49,91.63
ORD-100065,46115,South,Mike Davis,Electronics,Headphones,Store,6,84.12,504.72,302.71,202.01
ORD-100076,46115,West,Tom Nguyen,Sports,Dumbbells,Online,5,77.81,389.05,241.22,147.83
ORD-100593,46115,East,David Lee,Electronics,Headphones,Online,5,88.48,442.4,268.8,173.6
ORD-100610,46115,South,Chris Brown,Home,Coffee Maker,Store,3,127.03,381.09,248.91,132.18
ORD-100702,46115,South,Mike Davis,Electronics,Webcam,Store,1,107.52,107.52,66.79,40.73
ORD-100712,46115,West,Rachel Green,Sports,Yoga Mat,Online,6,38.49,230.94,107.84,123.1
ORD-100922,46115,South,Ana Lopez,Clothing,Jacket,Online,2,94.83,189.66,102.42,87.24
ORD-101033,46115,East,David Lee,Electronics,Headphones,Online,2,98.8,197.6,120.58,77.02
ORD-101379,46115,South,Ana Lopez,Electronics,Headphones,Marketplace,3,95.42,286.26,172.7,113.56
ORD-101522,46115,East,Marcus Reed,Electronics,Keyboard,Online,5,69.12,345.6,194.73,150.87
ORD-101585,46115,South,Chris Brown,Home,Vacuum,Store,2,185.24,370.48,246.29,124.19
ORD-101701,46115,North,Emily Chen,Home,Coffee Maker,Online,2,125.15,250.3,161.7,88.6
ORD-101847,46115,East,Sarah Kim,Sports,Dumbbells,Store,1,68.41,68.41,40.32,28.09
ORD-102024,46115,West,Tom Nguyen,Clothing,Hoodie,Online,1,60.63,60.63,30.93,29.7
ORD-102081,46115,West,Tom Nguyen,Sports,Yoga Mat,Store,5,40.22,201.1,97.81,103.29
ORD-102252,46115,South,Mike Davis,Electronics,Monitor,Marketplace,2,244.29,488.58,342.3,146.28
ORD-102406,46115,South,Ana Lopez,Home,Air Fryer,Marketplace,3,144.15,432.45,287.49,144.96
ORD-102524,46115,East,Sarah Kim,Clothing,Sneakers,Online,2,106.49,212.98,127.41,85.57
ORD-102641,46115,North,James Wilson,Home,Coffee Maker,Store,5,116.38,581.9,383.54,198.36
ORD-102743,46115,North,Nina Patel,Electronics,Webcam,Store,4,107.22,428.88,262.43,166.45
ORD-102850,46115,East,David Lee,Clothing,Jeans,Online,5,67.7,338.5,181.69,156.81
ORD-103003,46115,North,Nina Patel,Home,Coffee Maker,Online,6,114.98,689.88,447.48,242.4
ORD-103236,46115,West,Jordan Smith,Electronics,Monitor,Online,2,265.31,530.62,365.69,164.93
ORD-103602,46115,West,Jordan Smith,Home,Blender,Marketplace,1,83.22,83.22,55.77,27.45
ORD-103609,46115,East,Sarah Kim,Clothing,Jacket,Online,3,87.63,262.89,146.5,116.39
ORD-103980,46115,South,Mike Davis,Home,Air Fryer,Online,4,136.92,547.68,357.56,190.12
ORD-104305,46115,South,Ana Lopez,Clothing,Jacket,Online,2,99.72,199.44,109.97,89.47
ORD-104374,46115,West,Jordan Smith,Home,Blender,Online,2,92.4,184.8,122.96,61.84
ORD-104414,46115,North,James Wilson,Electronics,Headphones,Online,5,85.07,425.35,259,166.35
ORD-104647,46115,North,Nina Patel,Electronics,Headphones,Online,1,85.36,85.36,51.04,34.32
ORD-104675,46115,West,Tom Nguyen,Electronics,Webcam,Store,2,111.6,223.2,131.25,91.95
ORD-104945,46115,East,Sarah Kim,Clothing,Sneakers,Store,4,102.89,411.56,243.09,168.47
ORD-100114,46116,North,James Wilson,Electronics,Webcam,Online,1,99.42,99.42,58.06,41.36
ORD-100273,46116,North,James Wilson,Home,Coffee Maker,Store,1,129.43,129.43,79.59,49.84
ORD-100417,46116,South,Ana Lopez,Home,Coffee Maker,Online,1,128.51,128.51,79.18,49.33
ORD-100463,46116,East,Sarah Kim,Sports,Yoga Mat,Online,2,38.58,77.16,38.22,38.94
ORD-100517,46116,West,Tom Nguyen,Clothing,Jeans,Online,5,65.24,326.2,167.19,159.01
ORD-100652,46116,East,Marcus Reed,Clothing,Jeans,Online,6,66.84,401.04,213.77,187.27
